epoch,train_loss,train_acc,train_f1,train_auc,full_loss,full_acc,full_f1,full_auc
1,0.660928314447403,0.7166666666666667,0.0,0.5086796169630643,0.6619566169579824,0.7166666666666667,0.0,0.7060071135430916
2,0.6492154734532039,0.7166666666666667,0.0,0.5876837209302326,0.6494669002294541,0.7166666666666667,0.0,0.7312656634746921
3,0.6502990027268728,0.7166666666666667,0.0,0.596066757865937,0.6458420121669769,0.7166666666666667,0.0,0.7588924760601915
4,0.661354346036911,0.7166666666666667,0.0,0.5159551299589603,0.6591963808933894,0.7166666666666667,0.0,0.5801389876880985
5,0.6621909254789352,0.7166666666666667,0.0,0.4907688098495212,0.6604490375916163,0.7166666666666667,0.0,0.5929192886456909
6,0.6612157295544943,0.7166666666666667,0.0,0.5244300957592339,0.655044709165891,0.7166666666666667,0.0,0.6168251709986321
7,0.6540677646795908,0.7166666666666667,0.0,0.5444344733242135,0.6546951989730199,0.7166666666666667,0.0,0.7055212038303693
8,0.6406930359601974,0.7153333333333334,0.01839080459770115,0.6263354309165526,0.6292237548828125,0.7166666666666667,0.0,0.7509975376196991
9,0.6155465534528096,0.7306666666666667,0.1984126984126984,0.6959803009575923,0.6235470081369082,0.7193333333333334,0.02771362586605081,0.7751945280437758
10,0.5733969538410505,0.7453333333333333,0.4619718309859155,0.7488065663474692,0.553532488167286,0.772,0.5155807365439093,0.787880711354309
11,0.5557331208586693,0.754,0.5461254612546126,0.7582467852257182,0.5937777172525723,0.6606666666666666,0.5782932891466446,0.7818243502051984
12,0.5464150732060273,0.756,0.5714285714285714,0.7713028727770178,0.5371742901305357,0.7773333333333333,0.5308988764044944,0.8023124487004106
13,0.5433135619064172,0.754,0.564344746162928,0.7779042407660738,0.518266554514567,0.7813333333333333,0.5794871794871795,0.8157592339261286
14,0.5396506219406922,0.7606666666666667,0.5840092699884125,0.7802462380300957,0.5171431473791599,0.768,0.6209150326797386,0.8153411764705882
15,0.5388479575018088,0.77,0.5887961859356377,0.7840634746922025,0.5088807451923688,0.7873333333333333,0.5987421383647799,0.820001094391245
16,0.5158202757338682,0.7726666666666666,0.6111744583808438,0.8015956224350205,0.5009673447608948,0.788,0.6187050359712231,0.8224941176470588
17,0.5218635817567507,0.7673333333333333,0.5974625144175317,0.8024798905608754,0.5047721230785052,0.7626666666666667,0.6260504201680672,0.822601367989056
18,0.5193053763508797,0.7766666666666666,0.6063454759106933,0.8022719562243502,0.49844688569506007,0.768,0.6150442477876106,0.8302270861833106
19,0.5200162857373556,0.764,0.5940366972477065,0.8019808481532149,0.4983676191866398,0.7773333333333333,0.6272321428571429,0.8283009575923392
20,0.504748189891378,0.7793333333333333,0.611957796014068,0.8144744186046511,0.5391224861840407,0.7933333333333333,0.5441176470588235,0.8319474692202462
21,0.5157815619210402,0.7846666666666666,0.6150178784266984,0.8073608755129958,0.5165828686555226,0.7473333333333333,0.6421152030217187,0.8410484268125856
22,0.507492104306817,0.7653333333333333,0.5906976744186047,0.8155928864569084,0.5369236542582512,0.792,0.5229357798165137,0.8478489740082078
23,0.5037740736802419,0.7786666666666666,0.6121495327102804,0.8140344733242134,0.503168311248223,0.7986666666666666,0.5758426966292135,0.847511901504788
24,0.4893453159878651,0.7773333333333333,0.6088992974238876,0.8304350205198359,0.4869903762638569,0.7973333333333333,0.5902964959568733,0.855216415868673
25,0.4933652542432149,0.774,0.6089965397923875,0.8263770177838577,0.4727443702022235,0.8013333333333333,0.6320987654320988,0.8514057455540355
26,0.5002483078042667,0.7833333333333333,0.6225319396051103,0.8247047879616962,0.46497768990695476,0.7953333333333333,0.6459054209919262,0.8584908344733242
27,0.4815834984580676,0.786,0.6306098964326813,0.8339502051983584,0.462411379724741,0.794,0.6360424028268551,0.855923392612859
28,0.49015466420849163,0.78,0.6144859813084113,0.8247901504787962,0.5281136379639307,0.742,0.6541554959785523,0.8541395348837209
29,0.46396914532532296,0.7966666666666666,0.645760743321719,0.8432941176470587,0.4968525785704454,0.7626666666666667,0.6596558317399618,0.8507556771545828
30,0.48632333980003994,0.7846666666666666,0.6222222222222222,0.8315578659370724,0.4664014399300019,0.8086666666666666,0.6238532110091743,0.8623409028727771
